INSERTION,MERGE,QUICK,COUNTING,RADIX
0.008904,0.015696,0.006984,3e-06,6e-06
16.1165,3.85259,1.83625,0.00015,0.000339
60.2915,7.09059,4.3061,0.000303,0.000839
127.59,10.8927,6.44178,0.000436,0.001057
240.499,22.0406,13.1457,0.000685,0.001638
507.602,29.1343,17.9821,0.001035,0.002388
725.31,40.3373,29.0588,0.001441,0.004333
1063.08,50.3437,40.1984,0.002804,0.006608
1760.76,72.884,37.5163,0.002068,0.004871
1798.92,68.8298,53.4441,0.002348,0.007476
